Country,year,Adult_Literacy_Rate,Youth_Literacy_Rate_Male,Youth_Literacy_Rate_Female,Literacy_Gender_Gap,Education_Index,Youth_Literacy_Avg,Literacy_Growth_Rate
Saudi Arabia,2020,98.0,100.0,99.0,1.0,99.0,99.5,3.157894736842115
Senegal,1988,27.0,49.0,28.0,21.0,34.666666666666664,38.5,0.0
Senegal,2002,39.0,58.0,41.0,17.0,46.0,49.5,44.44444444444444
Senegal,2005,40.5,57.43,34.01,23.42,43.98,45.72,3.8461538461538547
Senegal,2006,42.0,58.0,45.0,13.0,48.333333333333336,51.5,3.703703703703698
Senegal,2009,48.0,72.0,55.0,17.0,58.333333333333336,63.5,14.28571428571428
Senegal,2011,52.0,74.0,59.0,15.0,61.666666666666664,66.5,8.333333333333325
Senegal,2013,44.0,63.0,51.0,12.0,52.666666666666664,57.0,-15.384615384615385
Senegal,2014,43.796365,63.45,51.06,12.39,52.76878833333333,57.255,-0.4628068181818157
Senegal,2015,43.59273,65.78748,56.87536,8.912120000000002,55.41852333333333,61.33142,-0.4649586786483306
Senegal,2016,46.09964,69.407,59.88586,9.521139999999995,58.46416666666667,64.64643,5.750752476387677
Senegal,2017,52.0,76.0,64.0,12.0,64.0,70.0,12.799145503088516
Senegal,2018,46.60591,66.22319,65.68582,0.5373699999999957,59.50497333333334,65.95450500000001,-10.37325
Senegal,2019,46.83367,68.82227,64.02553,4.79674,59.89382333333333,66.4239,0.4886933867400023
Senegal,2023,50.35582,69.2685,65.59709,3.6714100000000087,61.740469999999995,67.432795,7.520550919883084
Serbia,2003,96.0,99.0,99.0,0.0,98.0,99.0,0.0
Serbia,2005,97.0,94.4,99.63,-5.22999999999999,97.00999999999999,97.015,1.041666666666674
Serbia,2011,98.0,99.0,99.0,0.0,98.66666666666667,99.0,1.0309278350515427
Serbia,2014,98.5,94.4,99.83,-5.429999999999993,97.57666666666667,97.11500000000001,0.5102040816326481
Serbia,2016,99.0,100.0,100.0,0.0,99.66666666666667,100.0,0.50761421319796
Serbia,2019,99.0,100.0,100.0,0.0,99.66666666666667,100.0,0.0
Seychelles,1987,84.0,97.0,98.0,-1.0,93.0,97.5,0.0
Seychelles,1994,88.0,98.0,99.0,-1.0,95.0,98.5,4.761904761904767
Seychelles,2002,92.0,99.0,99.0,0.0,96.66666666666667,99.0,4.545454545454541
Seychelles,2010,94.0,99.0,99.0,0.0,97.33333333333333,99.0,2.1739130434782705
Sierra Leone,2004,35.0,60.0,37.0,23.0,44.0,48.5,0.0
Sierra Leone,2005,36.966636,94.4,37.15,57.25000000000001,56.172212,65.775,5.618959999999995
Sierra Leone,2008,38.933272,73.58,41.3,32.28,51.27109066666666,57.44,5.320029661341108
Sierra Leone,2010,40.899907999999996,94.4,49.46,44.940000000000005,61.586636000000006,71.93,5.051299053416303
Sierra Leone,2013,42.866544,79.69,57.34,22.349999999999994,59.96551466666667,68.515,4.8084117939825255
Sierra Leone,2017,44.83318,78.74271,68.66314,10.079570000000004,64.07967666666667,73.702925,4.587810951123106
Sierra Leone,2019,43.57778,78.1976,67.86192,10.335679999999996,63.21243333333333,73.02976,-2.800158275634257
Singapore,1980,83.0,96.0,96.0,0.0,91.66666666666667,96.0,0.0
Singapore,1990,89.0,99.0,99.0,0.0,95.66666666666667,99.0,7.2289156626506035
Singapore,2000,93.0,99.0,100.0,-1.0,97.33333333333333,99.5,4.494382022471921
Singapore,2010,96.0,100.0,100.0,0.0,98.66666666666667,100.0,3.2258064516129004
Singapore,2011,96.0,100.0,100.0,0.0,98.66666666666667,100.0,0.0
Singapore,2012,96.0,100.0,100.0,0.0,98.66666666666667,100.0,0.0
Singapore,2013,97.0,100.0,100.0,0.0,99.0,100.0,1.041666666666674
Singapore,2014,97.0,100.0,100.0,0.0,99.0,100.0,0.0
Singapore,2015,97.0,100.0,100.0,0.0,99.0,100.0,0.0
Singapore,2016,97.0,100.0,100.0,0.0,99.0,100.0,0.0
Singapore,2017,97.0,100.0,100.0,0.0,99.0,100.0,0.0
Singapore,2018,97.0,100.0,100.0,0.0,99.0,100.0,0.0
Singapore,2019,97.0,100.0,100.0,0.0,99.0,100.0,0.0
Singapore,2020,97.0,100.0,100.0,0.0,99.0,100.0,0.0
Singapore,2021,98.0,100.0,100.0,0.0,99.33333333333333,100.0,1.0309278350515427
Slovenia,1991,100.0,100.0,100.0,0.0,100.0,100.0,0.0
Solomon Islands,1999,77.0,89.5865878021978,84.05225209790208,5.534335704295714,83.54627996669997,86.81941995004993,0.0
Somalia,2006,77.66798988494247,94.4,23.79,70.61000000000001,65.28599662831415,59.095,0.0
Somalia,2022,54.0,76.0,65.0,11.0,65.0,70.5,-30.47328754098604
South Africa,1980,76.0,85.0,85.0,0.0,82.0,85.0,0.0
South Africa,1996,82.0,93.0,94.0,-1.0,89.66666666666667,93.5,7.8947368421052655
South Africa,2007,89.0,97.0,98.0,-1.0,94.66666666666667,97.5,8.536585365853666
South Africa,2009,93.0,98.0,99.0,-1.0,96.66666666666667,98.5,4.494382022471921
South Africa,2010,93.0,98.0,99.0,-1.0,96.66666666666667,98.5,0.0
South Africa,2011,93.0,98.0,99.0,-1.0,96.66666666666667,98.5,0.0
South Africa,2012,94.0,98.0,99.0,-1.0,97.0,98.5,1.0752688172043001
South Africa,2014,94.0,99.0,99.0,0.0,97.33333333333333,99.0,0.0
South Africa,2015,94.0,99.0,99.0,0.0,97.33333333333333,99.0,0.0
South Africa,2016,91.73724,95.83106,97.71958,-1.8885199999999998,95.09595999999999,96.77532,-2.407191489361704
South Africa,2017,87.0,94.0,97.0,-3.0,92.66666666666667,95.5,-5.163922524811082
South Africa,2019,95.0,98.0,99.0,-1.0,97.33333333333333,98.5,9.195402298850585
South Africa,2021,90.0,96.0,97.0,-1.0,94.33333333333333,96.5,-5.263157894736848
South Asia (Wb),1975,36.03934,61.23359,32.74992,28.483669999999996,43.34095,46.991755,0.0
South Asia (Wb),1976,36.04425,61.21412,32.72811,28.48601,43.328826666666664,46.971115,0.013624000883472043
South Asia (Wb),1977,36.69573,61.64887,33.80736,27.84151,44.05065333333334,47.728115,1.8074450155017852
South Asia (Wb),1978,37.34392,61.9847,34.88634,27.09836,44.738319999999995,48.43552,1.7663908035076448
South Asia (Wb),1979,37.98554,62.23472,35.96832,26.266400000000004,45.396193333333336,49.10152,1.7181377852137691
South Asia (Wb),1980,38.5959,62.3737,36.94905,25.42465,45.972883333333336,49.661375,1.6068219643580184
South Asia (Wb),1981,39.17633,62.3914,37.82758,24.56382,46.46510333333333,50.109489999999994,1.503864400104682
South Asia (Wb),1982,39.82555,62.57432,38.92459,23.649729999999998,47.10815333333333,50.749455,1.6571741150842811
South Asia (Wb),1983,40.47922,62.71156,40.01843,22.693129999999996,47.73640333333333,51.364995,1.6413332647006618
South Asia (Wb),1984,41.1337,62.81609,41.12846,21.687630000000006,48.35941666666667,51.972274999999996,1.6168295732971183
South Asia (Wb),1985,41.78567,62.97352,42.23746,20.736060000000002,48.99888333333333,52.60549,1.5850020785876495
South Asia (Wb),1986,42.44037,63.16405,43.34882,19.81523,49.65108,53.256435,1.5668050793489652
South Asia (Wb),1987,43.09805,63.43552,44.40838,19.027139999999996,50.31398333333333,53.921949999999995,1.5496566123245348
South Asia (Wb),1988,43.84537,66.51168,42.31399,24.19769,50.890346666666666,54.412835,1.7339995661056706
South Asia (Wb),1989,44.61243,67.4087,44.00039,23.408309999999993,52.007173333333334,55.704544999999996,1.7494663632670937
South Asia (Wb),1990,45.35921,68.20921,45.63503,22.57418,53.067816666666666,56.92212,1.6739280958244063
South Asia (Wb),1991,46.08564,68.92892,47.24611,21.682810000000003,54.086890000000004,58.087515,1.6015049644824142
South Asia (Wb),1992,47.08633,70.42248,48.73938,21.683099999999996,55.41606333333332,59.580929999999995,2.1713705180181897
South Asia (Wb),1993,48.08146,71.8677,50.23563,21.63207,56.72826333333334,61.051665,2.113415931970075
South Asia (Wb),1994,48.84938,72.58117,51.90192,20.679250000000003,57.77749,62.241545,1.597122882707791
South Asia (Wb),1995,49.64049,73.29805,53.54513,19.752920000000003,58.827890000000004,63.42159,1.6194883128506588
South Asia (Wb),1996,50.4492,74.01736,55.14931,18.868049999999997,59.871956666666655,64.583335,1.6291337978331821
South Asia (Wb),1997,51.26017,74.6834,56.55587,18.127530000000007,60.833146666666664,65.619635,1.6074982358491363
South Asia (Wb),1998,56.07956,78.93805,59.33065,19.607400000000005,64.78275333333333,69.13435,9.40182211646976
South Asia (Wb),1999,56.87631,79.58144,61.19646,18.38498,65.88473666666667,70.38895,1.420749378204822
South Asia (Wb),2000,57.65058,80.11587,62.95541,17.16046,66.90728666666666,71.53564,1.361322490857786
South Asia (Wb),2001,58.41306,80.55457,64.61875,15.935819999999993,67.86212666666667,72.58666,1.3225886018839672
South Asia (Wb),2002,59.20313,81.07521,66.302,14.773209999999992,68.86011333333335,73.688605,1.3525571165078576
South Asia (Wb),2003,60.09578,82.17898,67.5551,14.62388,69.94328666666667,74.86704,1.5077750112198363
South Asia (Wb),2004,60.87617,82.60598,69.19014,13.415840000000003,70.89076333333333,75.89806,1.2985770381880535
South Asia (Wb),2005,60.67367,84.34488,69.3995,14.94538,71.47268333333334,76.87219,-0.3326424773437586
South Asia (Wb),2006,60.84876,83.2914,70.5399,12.751499999999993,71.56002,76.91565,0.2885765769566895
South Asia (Wb),2007,61.68392,83.58977,72.24752,11.342250000000007,72.50707,77.918645,1.3725176979777487
South Asia (Wb),2008,62.5963,84.51249,73.95381,10.558679999999995,73.68753333333333,79.23315,1.479121300980868
South Asia (Wb),2009,63.45801,85.06028,75.67667,9.383610000000004,74.73165333333334,80.368475,1.3766149117439896
South Asia (Wb),2010,66.02896,86.65498,77.2101,9.444879999999998,76.63134666666667,81.93253999999999,4.051419198301365
South Asia (Wb),2011,66.62986,86.86274,78.52292,8.339820000000003,77.33850666666666,82.69283,0.9100552242531146
South Asia (Wb),2012,66.67659,87.20437,79.44468,7.759689999999992,77.77521333333334,83.324525,0.0701337208272923
South Asia (Wb),2013,67.70576,88.39692,81.3398,7.057119999999998,79.14749333333333,84.86836,1.5435252462670856
South Asia (Wb),2014,68.45516,88.77747,82.62181,6.1556599999999975,79.95148,85.69963999999999,1.1068482208899333
South Asia (Wb),2015,69.78215,89.4431,84.15232,5.290779999999998,81.12585666666668,86.79771,1.9384806054065118
South Asia (Wb),2016,71.10578,90.26568,85.64712,4.618560000000002,82.33952666666667,87.9564,1.8968031222884374
South Asia (Wb),2017,71.66783,90.72693,86.29461,4.43231999999999,82.89645666666667,88.51077000000001,0.7904420709540005
South Asia (Wb),2018,72.19206,90.6786,86.08996,4.588639999999998,82.98687333333334,88.38428,0.7314718472709592
South Asia (Wb),2019,71.96603,93.54365,88.6587,4.8849500000000035,84.72279333333334,91.101175,-0.31309537364634377
South Asia (Wb),2020,72.68319,93.79383,89.36649,4.427340000000001,85.28116999999999,91.58016,0.9965257219274104
South Asia (Wb),2021,73.47901,94.11137,90.07337,4.037999999999997,85.88791666666667,92.09236999999999,1.09491616974986
South Asia (Wb),2022,74.26527,94.38901,90.81525,3.573759999999993,86.48984333333334,92.60213,1.0700470787507799
South Asia (Wb),2023,75.00885,94.64723,91.47357,3.173659999999998,87.04321666666665,93.06039999999999,1.001248632099494
South Korea,2008,98.0,100.0,100.0,0.0,99.33333333333333,100.0,0.0
South Sudan,2008,27.0,44.0,30.0,14.0,33.666666666666664,37.0,0.0
South Sudan,2010,27.0,94.4,24.87,69.53,48.75666666666667,59.635000000000005,0.0
Spain,1981,93.0,99.0,99.0,0.0,97.0,99.0,0.0
Spain,1991,96.0,100.0,100.0,0.0,98.66666666666667,100.0,3.2258064516129004
Spain,2004,97.0,100.0,100.0,0.0,99.0,100.0,1.041666666666674
Spain,2005,98.0,100.0,100.0,0.0,99.33333333333333,100.0,1.0309278350515427
Spain,2006,98.0,100.0,99.0,1.0,99.0,99.5,0.0
Spain,2007,98.0,100.0,100.0,0.0,99.33333333333333,100.0,0.0
Spain,2008,98.0,100.0,100.0,0.0,99.33333333333333,100.0,0.0
Spain,2009,98.0,100.0,100.0,0.0,99.33333333333333,100.0,0.0
Spain,2010,98.0,100.0,100.0,0.0,99.33333333333333,100.0,0.0
Spain,2011,98.0,100.0,100.0,0.0,99.33333333333333,100.0,0.0
Spain,2012,98.0,100.0,100.0,0.0,99.33333333333333,100.0,0.0
Spain,2013,98.0,100.0,100.0,0.0,99.33333333333333,100.0,0.0
Spain,2014,98.0,100.0,100.0,0.0,99.33333333333333,100.0,0.0
Spain,2015,98.0,100.0,100.0,0.0,99.33333333333333,100.0,0.0
Spain,2016,98.0,100.0,100.0,0.0,99.33333333333333,100.0,0.0
Spain,2018,98.0,100.0,100.0,0.0,99.33333333333333,100.0,0.0
Spain,2020,99.0,99.0,100.0,-1.0,99.33333333333333,99.5,1.0204081632652962
Spain,2021,100.0,100.0,100.0,0.0,100.0,100.0,1.0101010101010166
Sri Lanka,1981,87.0,92.0,90.0,2.0,89.66666666666667,91.0,0.0
Sri Lanka,2001,91.0,95.0,96.0,-1.0,94.0,95.5,4.597701149425282
Sri Lanka,2006,91.0,97.0,98.0,-1.0,95.33333333333333,97.5,0.0
Sri Lanka,2008,91.0,97.0,99.0,-2.0,95.66666666666667,98.0,0.0
Sri Lanka,2010,91.0,98.0,99.0,-1.0,96.0,98.5,0.0
Sri Lanka,2016,92.0,98.0,99.0,-1.0,96.33333333333333,98.5,1.098901098901095
Sri Lanka,2017,92.0,99.0,99.0,0.0,96.66666666666667,99.0,0.0
Sri Lanka,2018,92.0,99.0,99.0,0.0,96.66666666666667,99.0,0.0
Sri Lanka,2019,92.0,99.0,99.0,0.0,96.66666666666667,99.0,0.0
Sri Lanka,2020,92.0,99.0,99.0,0.0,96.66666666666667,99.0,0.0
Sri Lanka,2021,92.0,99.0,99.0,0.0,96.66666666666667,99.0,0.0
Sri Lanka,2022,92.0,98.0,99.0,-1.0,96.33333333333333,98.5,0.0
Sri Lanka,2023,93.0,99.0,99.0,0.0,97.0,99.0,1.0869565217391353
Sub-Saharan Africa (Sdg),1984,49.00235,70.43321,53.65901,16.7742,57.698190000000004,62.04611,0.0
Sub-Saharan Africa (Sdg),1985,49.37137,70.81741,54.50004,16.317369999999997,58.22960666666666,62.658725,0.753065924389329
Sub-Saharan Africa (Sdg),1986,49.70577,71.08217,55.20773,15.874440000000007,58.66522333333334,63.14495,0.6773156183431883
Sub-Saharan Africa (Sdg),1987,50.36095,71.60052,56.15547,15.445050000000002,59.37231333333333,63.877995,1.318116588878926
Sub-Saharan Africa (Sdg),1988,50.89607,71.72021,56.74593,14.974279999999993,59.78740333333334,64.23307,1.062569312135686
Sub-Saharan Africa (Sdg),1989,51.45966,72.03917,57.48826,14.550910000000002,60.329029999999996,64.76371499999999,1.1073350064160215
Sub-Saharan Africa (Sdg),1990,52.11274,72.29014,58.32958,13.960559999999994,60.91082,65.30986,1.2691106004198316
Sub-Saharan Africa (Sdg),1991,52.47592,72.2987,58.80754,13.491159999999994,61.19405333333333,65.55312,0.6969121178429738
Sub-Saharan Africa (Sdg),1992,52.97165,72.05907,58.99608,13.062990000000006,61.34226666666667,65.527575,0.9446809126929079
Sub-Saharan Africa (Sdg),1993,53.5766,72.08115,59.63437,12.446779999999997,61.764039999999994,65.85776,1.1420259704955527
Sub-Saharan Africa (Sdg),1994,54.20362,72.18253,60.30622,11.876309999999997,62.230790000000006,66.244375,1.170324358021979
Sub-Saharan Africa (Sdg),1995,54.63169,71.97712,60.54249,11.434629999999999,62.383766666666666,66.259805,0.7897443012108818
Sub-Saharan Africa (Sdg),1996,55.26828,71.98382,61.27053,10.713289999999994,62.84087666666667,66.627175,1.1652394425286872
Sub-Saharan Africa (Sdg),1997,56.09558,72.15557,62.15856,9.997009999999996,63.46990333333333,67.157065,1.4968803081984783
Sub-Saharan Africa (Sdg),1998,56.75086,72.20642,62.15919,10.047229999999992,63.70549,67.182805,1.1681490769861025
Sub-Saharan Africa (Sdg),1999,57.59484,72.93401,62.95219,9.981819999999999,64.49368,67.9431,1.4871668905105384
Sub-Saharan Africa (Sdg),2000,56.3906,71.98056,60.39209,11.588469999999994,62.921083333333335,66.186325,-2.090881752601448
Sub-Saharan Africa (Sdg),2001,57.14965,72.22311,61.33031,10.892800000000008,63.56769,66.77671000000001,1.3460576762793774
Sub-Saharan Africa (Sdg),2002,57.85295,74.55391,61.69737,12.856540000000003,64.70141,68.12564,1.2306287090122048
Sub-Saharan Africa (Sdg),2003,58.36514,74.41884,62.31926,12.099580000000003,65.03441333333332,68.36905,0.8853308258265136
Sub-Saharan Africa (Sdg),2004,59.04088,74.9079,63.03124,11.876660000000001,65.66000666666666,68.96957,1.157780140679865
Sub-Saharan Africa (Sdg),2005,58.71344,74.3745,62.67028,11.70422,65.25274,68.52239,-0.5545987796929941
Sub-Saharan Africa (Sdg),2006,58.41726,74.48927,62.25977,12.229500000000002,65.05543333333334,68.37452,-0.5044500884294978
Sub-Saharan Africa (Sdg),2007,58.17579,74.51744,62.46845,12.048989999999996,65.05389333333333,68.49294499999999,-0.41335386151284403
Sub-Saharan Africa (Sdg),2008,58.48229,74.663,62.84819,11.814809999999994,65.33116,68.755595,0.5268514617506659
Sub-Saharan Africa (Sdg),2009,58.94138,75.04334,63.27447,11.76887,65.75306333333334,69.158905,0.7850068798605614
Sub-Saharan Africa (Sdg),2010,59.61513,75.64068,64.61997,11.020710000000008,66.62526,70.130325,1.1430848751759815
Sub-Saharan Africa (Sdg),2011,61.13006,76.85467,67.16404,9.690629999999999,68.38292333333334,72.009355,2.5411837565396667
Sub-Saharan Africa (Sdg),2012,62.3788,78.12264,68.71044,9.412199999999999,69.73729333333334,73.41654,2.0427593233181884
Sub-Saharan Africa (Sdg),2013,63.23391,78.90765,69.77118,9.136470000000003,70.63758,74.339415,1.3708343219170693
Sub-Saharan Africa (Sdg),2014,63.92325,79.18538,70.63868,8.546700000000001,71.24910333333334,74.91202999999999,1.0901429312215605
Sub-Saharan Africa (Sdg),2015,64.52015,79.54214,71.49852,8.043620000000004,71.85360333333334,75.52033,0.9337760517495575
Sub-Saharan Africa (Sdg),2016,65.10612,79.74457,72.37485,7.369720000000001,72.40851333333332,76.05971,0.9081968966284215
Sub-Saharan Africa (Sdg),2017,65.44503,80.03684,73.19637,6.840469999999996,72.89274666666667,76.61660499999999,0.5205501418299896
Sub-Saharan Africa (Sdg),2018,67.06734,80.90309,74.63522,6.267870000000002,74.20188333333334,77.76915500000001,2.4788895352328533
Sub-Saharan Africa (Sdg),2019,67.71821,80.98639,74.99446,5.991929999999996,74.56635333333334,77.990425,0.9704723640448609
Sub-Saharan Africa (Sdg),2020,67.9072,81.04912,75.18506,5.864060000000009,74.71379333333333,78.11708999999999,0.2790829822584051
Sub-Saharan Africa (Sdg),2021,67.89861,81.16229,75.56274,5.599549999999994,74.87454666666667,78.362515,-0.012649615946469517
Sub-Saharan Africa (Sdg),2022,68.2313,81.32142,75.94742,5.374000000000009,75.16671333333333,78.63442,0.48998057544917817
Sub-Saharan Africa (Sdg),2023,68.5022,81.43321,76.2435,5.189710000000005,75.39296999999999,78.838355,0.397031860744268
Sub-Saharan Africa (Wb),1985,49.67415,71.36318,54.93128,16.4319,58.65620333333334,63.14723,0.0
Sub-Saharan Africa (Wb),1986,49.99505,71.60516,55.59864,16.006519999999995,59.06628333333333,63.6019,0.6460100474794173
Sub-Saharan Africa (Wb),1987,50.62446,72.09146,56.50027,15.591189999999997,59.73873,64.29586499999999,1.2589446355189216
Sub-Saharan Africa (Wb),1988,51.13833,72.19366,57.05974,15.133919999999996,60.13057666666666,64.6267,1.0150626791870954
Sub-Saharan Africa (Wb),1989,51.67959,72.48472,57.76546,14.719259999999998,60.643256666666666,65.12509,1.058423300096023
Sub-Saharan Africa (Wb),1990,52.30686,72.71775,58.56817,14.149579999999993,61.19759333333334,65.64296,1.2137673692844686
Sub-Saharan Africa (Wb),1991,52.65164,72.7188,59.02214,13.696660000000001,61.464193333333334,65.87047,0.6591487235135141
Sub-Saharan Africa (Wb),1992,53.12544,72.48352,59.19959,13.283929999999998,61.60285,65.841555,0.8998770028815661
Sub-Saharan Africa (Wb),1993,53.7068,72.50194,59.81377,12.688170000000007,62.00750333333334,66.157855,1.0943156423739886
Sub-Saharan Africa (Wb),1994,54.30921,72.60356,60.45989,12.14367,62.45755333333333,66.531725,1.121664295768876
Sub-Saharan Africa (Wb),1995,54.72155,72.41475,60.68785,11.7269,62.60805,66.5513,0.7592450709557275
Sub-Saharan Africa (Wb),1996,55.37812,72.45479,61.44891,11.005880000000005,63.093939999999996,66.95185000000001,1.1998380893815996
Sub-Saharan Africa (Wb),1997,56.21824,72.65162,62.3643,10.287319999999994,63.744719999999994,67.50796,1.5170612509055825
Sub-Saharan Africa (Wb),1998,56.89161,72.72885,62.42521,10.303639999999994,64.01522333333332,67.57703,1.1977785145888653
Sub-Saharan Africa (Wb),1999,57.74526,73.44743,63.24683,10.200599999999994,64.81317333333334,68.34712999999999,1.500484869385832
Sub-Saharan Africa (Wb),2000,56.62755,72.55322,60.84378,11.709439999999994,63.34151666666667,66.6985,-1.9355874404236806
Sub-Saharan Africa (Wb),2001,57.40014,72.80689,61.80151,11.005379999999995,64.00284666666667,67.3042,1.3643359107007091
Sub-Saharan Africa (Wb),2002,58.11591,75.05337,62.20535,12.848019999999998,65.12487666666668,68.62936,1.2469830212957556
Sub-Saharan Africa (Wb),2003,58.6459,74.9335,62.84995,12.083549999999995,65.47645,68.891725,0.9119533704281535
Sub-Saharan Africa (Wb),2004,59.33332,75.41172,63.58071,11.83101,66.10858333333334,69.496215,1.1721535520812232
Sub-Saharan Africa (Wb),2005,59.05679,74.91303,63.28228,11.630750000000006,65.7507,69.097655,-0.4660619024858259
Sub-Saharan Africa (Wb),2006,58.16811,74.18462,62.1581,12.026519999999998,64.83694333333334,68.17135999999999,-1.5047888650907004
Sub-Saharan Africa (Wb),2007,57.96338,74.22833,62.4056,11.82273,64.86577,68.316965,-0.3519626131913145
Sub-Saharan Africa (Wb),2008,58.28565,74.385,62.81743,11.567570000000003,65.16269333333334,68.601215,0.5559889709675359
Sub-Saharan Africa (Wb),2009,58.75711,74.77022,63.27435,11.495869999999996,65.60056,69.022285,0.8088783431256186
Sub-Saharan Africa (Wb),2010,59.43254,75.36194,64.61118,10.75076,66.46855333333333,69.98656,1.149528967643243
Sub-Saharan Africa (Wb),2011,60.91714,76.54916,67.10008,9.449079999999995,68.18879333333332,71.82462000000001,2.4979581892343727
Sub-Saharan Africa (Wb),2012,62.14601,77.78892,68.62974,9.159180000000006,69.52155666666667,73.20933,2.017281178991648
Sub-Saharan Africa (Wb),2013,62.99641,78.56353,69.69256,8.87097,70.4175,74.128045,1.368390343965764
Sub-Saharan Africa (Wb),2014,63.68724,78.85027,70.56996,8.28031,71.03582333333333,74.710115,1.0966180453775065
Sub-Saharan Africa (Wb),2015,64.28751,79.20958,71.43871,7.770870000000002,71.64526666666667,75.324145,0.9425278909872548
Sub-Saharan Africa (Wb),2016,64.87826,79.42151,72.32338,7.098129999999998,72.20771666666667,75.872445,0.91891877597996
Sub-Saharan Africa (Wb),2017,65.2303,79.71815,73.15344,6.564709999999991,72.70062999999999,76.435795,0.5426162785500122
Sub-Saharan Africa (Wb),2018,66.81657,80.56685,74.57623,5.990620000000007,73.98655000000001,77.57154,2.4317993325187803
Sub-Saharan Africa (Wb),2019,67.44165,80.64873,74.9221,5.72663,74.33749333333333,77.785415,0.9355164444987185
Sub-Saharan Africa (Wb),2020,67.62379,80.71279,75.10625,5.606539999999995,74.48094333333334,77.90952,0.27007049797862503
Sub-Saharan Africa (Wb),2021,67.61568,80.82516,75.47069,5.354469999999992,74.63717666666666,78.147925,-0.01199282086969955
Sub-Saharan Africa (Wb),2022,67.93573,80.98119,75.84205,5.139139999999998,74.91965666666667,78.41162,0.4733369537953447
Sub-Saharan Africa (Wb),2023,68.19624,81.09069,76.12796,4.962729999999993,75.13829666666666,78.609325,0.3834653723453041
Sudan,2000,61.0,86.0,72.0,14.0,73.0,79.0,0.0
Sudan,2008,54.0,69.0,63.0,6.0,62.0,66.0,-11.475409836065575
Sudan,2010,54.0,94.4,64.81,29.590000000000003,71.07000000000001,79.605,0.0
Sudan,2014,54.0,94.4,100.0,-5.599999999999994,82.8,97.2,0.0
Suriname,2004,90.0,96.0,94.0,2.0,93.33333333333333,95.0,0.0
Suriname,2006,92.5,94.4,94.92,-0.519999999999996,93.94,94.66,2.777777777777768
Suriname,2008,95.0,99.0,99.0,0.0,97.66666666666667,99.0,2.7027027027026973
Suriname,2010,95.0,98.0,99.0,-1.0,97.33333333333333,98.5,0.0
Suriname,2012,93.0,98.0,97.0,1.0,96.0,97.5,-2.1052631578947323
Suriname,2018,93.0,97.44166,97.9577,-0.5160400000000038,96.13312,97.69968,0.0
Syria,1981,56.0,89.0,59.0,30.0,68.0,74.0,0.0
Syria,2002,83.0,97.0,93.0,4.0,91.0,95.0,48.21428571428572
Syria,2004,81.0,95.0,90.0,5.0,88.66666666666667,92.5,-2.409638554216864
Syria,2006,87.5,94.4,89.05,5.3500000000000085,90.31666666666666,91.725,8.024691358024683
Syria,2021,94.0,98.0,98.0,0.0,96.66666666666667,98.0,7.428571428571429
Tajikistan,1989,98.0,100.0,100.0,0.0,99.33333333333333,100.0,0.0
Tajikistan,2000,99.0,100.0,100.0,0.0,99.66666666666667,100.0,1.0204081632652962
Tajikistan,2012,99.0,94.4,100.0,-5.599999999999994,97.8,97.2,0.0
Tajikistan,2017,99.0,100.0,96.42241,3.5775900000000007,98.47413666666667,98.211205,0.0
Tanzania,1988,59.0,86.0,78.0,8.0,74.33333333333333,82.0,0.0
Tanzania,2002,69.0,81.0,76.0,5.0,75.33333333333333,78.5,16.94915254237288
Tanzania,2012,78.0,87.0,85.0,2.0,83.33333333333333,86.0,13.043478260869556
Tanzania,2015,78.0,87.0,85.0,2.0,83.33333333333333,86.0,0.0
Tanzania,2022,78.0,88.81121,85.12921,3.682000000000002,83.98014,86.97021000000001,0.0
Thailand,1980,88.0,98.0,96.0,2.0,94.0,97.0,0.0
Thailand,2000,93.0,98.0,98.0,0.0,96.33333333333333,98.0,5.681818181818188
Thailand,2005,94.0,98.0,98.0,0.0,96.66666666666667,98.0,1.0752688172043001
Thailand,2010,96.0,97.0,97.0,0.0,96.66666666666667,97.0,2.127659574468077
Thailand,2013,94.0,98.0,99.0,-1.0,97.0,98.5,-2.083333333333337
Thailand,2015,93.0,98.0,98.0,0.0,96.33333333333333,98.0,-1.0638297872340385
Thailand,2016,91.9814,97.36126,97.63726,-0.27599999999999625,95.65997333333333,97.49925999999999,-1.095268817204309
Thailand,2018,94.0,98.0,99.0,-1.0,97.0,98.5,2.194574120420012
Thailand,2019,91.26915,98.46694,98.57724,-0.11030000000000939,96.10444333333334,98.52208999999999,-2.905159574468086
Thailand,2022,91.09987,97.94499,98.42796,-0.48296999999999457,95.82427333333334,98.186475,-0.18547340475943974
Togo,2000,53.0,84.0,64.0,20.0,67.0,74.0,0.0
Togo,2006,57.0,85.0,68.0,17.0,70.0,76.5,7.547169811320753
Togo,2009,57.0,88.0,75.0,13.0,73.33333333333333,81.5,0.0
Togo,2010,58.5,94.4,51.42,42.980000000000004,68.10666666666667,72.91,2.6315789473684292
Togo,2011,60.0,87.0,73.0,14.0,73.33333333333333,80.0,2.564102564102555
Togo,2014,62.0,88.61,67.68,20.929999999999993,72.76333333333334,78.14500000000001,3.3333333333333437
Togo,2015,64.0,90.0,78.0,12.0,77.33333333333333,84.0,3.2258064516129004
Togo,2017,65.5,89.43568,74.7365,14.699179999999998,76.55739333333334,82.08609000000001,2.34375
