entity,code,year,literacy_rate,mf_youth_and_adults__15_64_years__average_years_of_education,population_historical,owid_region
Finland,FIN,1895,,0.39,2499032.0,Europe
Finland,FIN,1900,38.8,1.16,2641827.0,Europe
Finland,FIN,1905,,1.55,2781046.0,Europe
Finland,FIN,1910,55.3,1.63,2919587.0,Europe
Finland,FIN,1915,,1.98,3025373.0,Europe
Finland,FIN,1920,69.9,2.35,3134300.0,Europe
Finland,FIN,1925,,2.74,3282981.0,Europe
Finland,FIN,1930,84.1,3.09,3439039.0,Europe
Finland,FIN,1935,,3.4,3566585.0,Europe
Finland,FIN,1940,,3.52,3695558.0,Europe
Finland,FIN,1945,,3.68,3845261.0,Europe
Finland,FIN,1950,98.5,3.91,4008410.0,Europe
Finland,FIN,1955,,4.06,4235197.0,Europe
Finland,FIN,1960,,4.25,4429631.0,Europe
Finland,FIN,1965,,4.97,4564150.0,Europe
Finland,FIN,1970,,5.99,4606308.0,Europe
Finland,FIN,1975,,7.11,4711172.0,Europe
Finland,FIN,1980,,8.04,4779358.0,Europe
Finland,FIN,1985,,8.01,4902262.0,Europe
Finland,FIN,1990,,8.56,4986576.0,Europe
Finland,FIN,1995,,9.31,5107919.0,Europe
Finland,FIN,2000,,9.9,5176197.0,Europe
Finland,FIN,2005,,10.42,5246078.0,Europe
Finland,FIN,2010,,10.71,5363347.0,Europe
Finland,FIN,2015,,10.94,5479719.0,Europe
Finland,FIN,2020,,11.05,5529616.0,Europe
France,FRA,1475,6.0,,14867569.0,Europe
France,FRA,1550,19.0,,18314626.0,Europe
France,FRA,1650,29.0,,21992348.0,Europe
France,FRA,1750,29.0,,24994858.0,Europe
France,FRA,1870,,0.7,38186983.0,Europe
France,FRA,1875,,0.81,38464245.0,Europe
France,FRA,1880,,1.2,38730622.0,Europe
France,FRA,1885,,1.55,39130866.0,Europe
France,FRA,1890,,1.8,39532330.0,Europe
France,FRA,1895,,2.09,39785987.0,Europe
France,FRA,1900,,2.35,40019136.0,Europe
France,FRA,1901,83.5,,40067484.0,Europe
France,FRA,1905,,2.65,40265996.0,Europe
France,FRA,1906,85.9,,40315932.0,Europe
France,FRA,1910,,2.95,40344819.0,Europe
France,FRA,1911,88.1,,40224160.0,Europe
France,FRA,1915,,3.21,39351947.0,Europe
France,FRA,1920,,3.45,38529587.0,Europe
France,FRA,1921,91.8,,38594388.0,Europe
France,FRA,1925,,3.66,39513139.0,Europe
France,FRA,1926,93.9,,39769931.0,Europe
France,FRA,1930,,3.79,40618294.0,Europe
France,FRA,1931,94.7,,40687278.0,Europe
France,FRA,1935,,3.94,40512018.0,Europe
France,FRA,1936,96.0,,40452232.0,Europe
France,FRA,1940,,4.11,40337546.0,Europe
France,FRA,1945,,4.27,40952105.0,Europe
France,FRA,1946,96.6,,41101259.0,Europe
France,FRA,1950,96.5,4.42,41883122.0,Europe
France,FRA,1955,,4.56,44136093.0,Europe
France,FRA,1960,,4.32,46428136.0,Europe
France,FRA,1965,,4.78,48772824.0,Europe
France,FRA,1970,,5.46,50813071.0,Europe
France,FRA,1975,,6.05,52746324.0,Europe
France,FRA,1980,,6.37,53941061.0,Europe
France,FRA,1985,,7.37,55467153.0,Europe
France,FRA,1990,,8.32,56990239.0,Europe
France,FRA,1995,,9.36,58192207.0,Europe
France,FRA,2000,,10.22,59483716.0,Europe
France,FRA,2005,,10.86,61625031.0,Europe
France,FRA,2010,,11.34,63417366.0,Europe
France,FRA,2015,,11.6,64916337.0,Europe
France,FRA,2020,,11.89,65905273.0,Europe
French Guiana,GUF,1950,67.5,,23418.0,South America
French Guiana,GUF,1982,83.0,,72287.0,South America
French Polynesia,PYF,1950,32.5,,64360.0,Oceania
Gabon,GAB,1993,72.0,,1066404.0,Africa
Gabon,GAB,2015,,9.53,2040990.0,Africa
Gabon,GAB,2020,,10.18,2322538.0,Africa
Gabon,GAB,2021,88.85834,,2376729.0,Africa
Gambia,GMB,1870,,0.05,128114.0,Africa
Gambia,GMB,1875,,0.06,134157.0,Africa
Gambia,GMB,1880,,0.08,140733.0,Africa
Gambia,GMB,1885,,0.1,147629.0,Africa
Gambia,GMB,1890,,0.12,154676.0,Africa
Gambia,GMB,1895,,0.16,160839.0,Africa
Gambia,GMB,1900,,0.19,167051.0,Africa
Gambia,GMB,1905,,0.24,173501.0,Africa
Gambia,GMB,1910,,0.26,180090.0,Africa
Gambia,GMB,1915,,0.25,186222.0,Africa
Gambia,GMB,1920,,0.25,193150.0,Africa
Gambia,GMB,1925,,0.25,206991.0,Africa
Gambia,GMB,1930,,0.26,222853.0,Africa
Gambia,GMB,1935,,0.36,239033.0,Africa
Gambia,GMB,1940,,0.37,256862.0,Africa
Gambia,GMB,1945,,0.38,280183.0,Africa
Gambia,GMB,1950,7.5,0.41,306745.0,Africa
Gambia,GMB,1955,,0.44,348799.0,Africa
Gambia,GMB,1960,,0.48,398071.0,Africa
Gambia,GMB,1965,,0.54,455960.0,Africa
Gambia,GMB,1970,,0.58,524115.0,Africa
Gambia,GMB,1975,,0.75,606829.0,Africa
Gambia,GMB,1980,,1.0,713921.0,Africa
Gambia,GMB,1985,,1.32,858879.0,Africa
Gambia,GMB,1990,,1.85,1054703.0,Africa
Gambia,GMB,1995,,2.33,1264320.0,Africa
Gambia,GMB,2000,37.0,2.77,1455095.0,Africa
Gambia,GMB,2005,,3.39,1667035.0,Africa
Gambia,GMB,2010,,3.92,1926634.0,Africa
Gambia,GMB,2015,51.0,4.42,2224530.0,Africa
Gambia,GMB,2018,53.1602,,2399633.0,Africa
Gambia,GMB,2020,,4.92,2515744.0,Africa
Gambia,GMB,2021,51.6374,,2576015.0,Africa
Georgia,GEO,2002,100.0,,4127854.0,Asia
Georgia,GEO,2014,100.0,,3792921.0,Asia
Georgia,GEO,2017,99.0,,3792860.0,Asia
Georgia,GEO,2018,99.65366,,3794881.0,Asia
Georgia,GEO,2022,100.0,,3794782.0,Asia
Georgia,GEO,2023,99.55547,,3807494.0,Asia
Germany,DEU,1475,9.0,,9000000.0,Europe
Germany,DEU,1550,16.0,,12000000.0,Europe
Germany,DEU,1650,31.0,,13000000.0,Europe
Germany,DEU,1750,38.0,,17897050.0,Europe
Germany,DEU,1870,,2.22,39664615.0,Europe
Germany,DEU,1875,,2.44,41822422.0,Europe
Germany,DEU,1880,,2.67,44110884.0,Europe
Germany,DEU,1885,,2.89,46293746.0,Europe
Germany,DEU,1890,,3.1,48674276.0,Europe
Germany,DEU,1895,,3.31,52019260.0,Europe
Germany,DEU,1900,,3.48,55775391.0,Europe
Germany,DEU,1905,,3.62,60075384.0,Europe
Germany,DEU,1910,,3.74,64056716.0,Europe
Germany,DEU,1915,,4.42,63858476.0,Europe
Germany,DEU,1920,,5.07,63273356.0,Europe
Germany,DEU,1925,,5.55,65030007.0,Europe
Germany,DEU,1930,,5.57,67246048.0,Europe
Germany,DEU,1935,,5.94,69641071.0,Europe
Germany,DEU,1940,,6.24,71740083.0,Europe
Germany,DEU,1945,,6.56,71376625.0,Europe
Germany,DEU,1950,98.5,7.21,69847778.0,Europe
Germany,DEU,1955,,7.47,70334149.0,Europe
Germany,DEU,1960,,7.54,72811635.0,Europe
Germany,DEU,1965,,7.5,75966968.0,Europe
Germany,DEU,1970,,7.1,78205103.0,Europe
Germany,DEU,1975,,7.17,78701861.0,Europe
Germany,DEU,1980,,7.36,78315373.0,Europe
Germany,DEU,1985,,7.73,77863423.0,Europe
Germany,DEU,1990,,8.96,79707963.0,Europe
Germany,DEU,1995,,9.93,82019890.0,Europe
Germany,DEU,2000,,10.59,81797255.0,Europe
Germany,DEU,2005,,11.98,82046733.0,Europe
Germany,DEU,2010,,12.58,80830916.0,Europe
Germany,DEU,2015,,12.86,82077546.0,Europe
Germany,DEU,2020,,13.1,83628711.0,Europe
Ghana,GHA,1870,,0.01,2187227.0,Africa
Ghana,GHA,1875,,0.02,2253809.0,Africa
Ghana,GHA,1880,,0.02,2325978.0,Africa
Ghana,GHA,1885,,0.02,2412628.0,Africa
Ghana,GHA,1890,,0.03,2505515.0,Africa
Ghana,GHA,1895,,0.04,2608810.0,Africa
Ghana,GHA,1900,,0.05,2717458.0,Africa
Ghana,GHA,1905,,0.1,2830640.0,Africa
Ghana,GHA,1910,,0.15,2945929.0,Africa
Ghana,GHA,1915,,0.19,3049125.0,Africa
Ghana,GHA,1920,,0.27,3173635.0,Africa
Ghana,GHA,1925,,0.32,3403752.0,Africa
Ghana,GHA,1930,,0.36,3664587.0,Africa
Ghana,GHA,1935,,0.45,3930661.0,Africa
Ghana,GHA,1940,,0.51,4223839.0,Africa
Ghana,GHA,1945,,0.56,4607322.0,Africa
Ghana,GHA,1950,22.5,0.7,5080664.0,Africa
Ghana,GHA,1955,,0.83,5914933.0,Africa
Ghana,GHA,1960,,1.1,6961216.0,Africa
Ghana,GHA,1965,,2.03,7882609.0,Africa
Ghana,GHA,1970,,3.35,8925813.0,Africa
Ghana,GHA,1975,,4.23,10294312.0,Africa
Ghana,GHA,1980,,4.93,11941451.0,Africa
Ghana,GHA,1985,,5.63,13661237.0,Africa
Ghana,GHA,1990,,6.05,15394650.0,Africa
Ghana,GHA,1995,,6.27,17399023.0,Africa
Ghana,GHA,2000,58.0,6.67,19637085.0,Africa
Ghana,GHA,2005,,7.28,22449446.0,Africa
Ghana,GHA,2010,71.0,7.66,25475000.0,Africa
Ghana,GHA,2015,,7.72,28696071.0,Africa
Ghana,GHA,2017,64.49239,,30008364.0,Africa
Ghana,GHA,2020,,8.39,31887802.0,Africa
Ghana,GHA,2021,76.48568,,32518662.0,Africa
Gibraltar,GIB,1950,67.5,,21680.0,Europe
Greece,GRC,1870,,0.78,3670555.0,Europe
Greece,GRC,1875,,0.89,3862904.0,Europe
Greece,GRC,1880,,1.02,4067664.0,Europe
Greece,GRC,1885,,1.14,4282905.0,Europe
Greece,GRC,1890,,1.26,4509512.0,Europe
Greece,GRC,1895,,1.37,4748357.0,Europe
Greece,GRC,1900,,1.64,4990133.0,Europe
Greece,GRC,1905,,1.8,5180704.0,Europe
Greece,GRC,1907,39.5,,5254961.0,Europe
Greece,GRC,1910,,2.03,5368127.0,Europe
Greece,GRC,1915,,2.29,5560909.0,Europe
Greece,GRC,1920,48.0,2.42,5771532.0,Europe
Greece,GRC,1925,,2.61,6078140.0,Europe
Greece,GRC,1928,58.1,,6278572.0,Europe
Greece,GRC,1930,,2.98,6426998.0,Europe
Greece,GRC,1935,,3.56,6869563.0,Europe
Greece,GRC,1940,,3.94,7310983.0,Europe
Greece,GRC,1945,,4.36,7496655.0,Europe
Greece,GRC,1950,72.5,4.39,7651080.0,Europe
Greece,GRC,1955,,5.79,7984712.0,Europe
Greece,GRC,1960,,7.78,8384484.0,Europe
Greece,GRC,1965,,6.68,8521368.0,Europe
Greece,GRC,1970,,6.84,8747778.0,Europe
Greece,GRC,1975,,7.15,9016969.0,Europe
Greece,GRC,1980,,7.58,9653419.0,Europe
Greece,GRC,1981,91.0,,9754398.0,Europe
Greece,GRC,1985,,8.37,10037038.0,Europe
Greece,GRC,1990,,9.34,10258494.0,Europe
Greece,GRC,1991,93.0,,10306645.0,Europe
Greece,GRC,1995,,9.54,10519233.0,Europe
Greece,GRC,2000,,9.9,10782638.0,Europe
Greece,GRC,2001,96.0,,10843166.0,Europe
Greece,GRC,2005,,10.95,10981340.0,Europe
Greece,GRC,2009,94.0,,11108067.0,Europe
Greece,GRC,2010,,11.36,11124666.0,Europe
Greece,GRC,2015,,11.6,10820902.0,Europe
Greece,GRC,2020,,11.86,10699370.0,Europe
Greenland,GRL,1950,98.5,,23231.0,North America
Grenada,GRD,1950,67.5,,77280.0,North America
Grenada,GRD,1970,98.0,,98431.0,North America
Guadeloupe,GLP,1950,67.5,,215523.0,North America
Guadeloupe,GLP,1982,90.0,,335826.0,North America
Guam,GUM,1950,87.5,,60796.0,Oceania
Guam,GUM,1980,96.0,,110154.0,Oceania
Guam,GUM,1990,99.0,,138623.0,Oceania
Guatemala,GTM,1870,,0.22,1093998.0,North America
Guatemala,GTM,1875,,0.26,1168272.0,North America
Guatemala,GTM,1880,,0.32,1246623.0,North America
Guatemala,GTM,1885,,0.38,1320900.0,North America
Guatemala,GTM,1890,,0.46,1384956.0,North America
Guatemala,GTM,1895,,0.59,1368885.0,North America
Guatemala,GTM,1900,,0.84,1352626.0,North America
Guatemala,GTM,1905,,0.91,1415615.0,North America
Guatemala,GTM,1910,,1.07,1494871.0,North America
Guatemala,GTM,1915,,1.2,1578439.0,North America
Guatemala,GTM,1920,,1.31,1663732.0,North America
Guatemala,GTM,1925,,1.28,1751960.0,North America
Guatemala,GTM,1930,,1.29,1857837.0,North America
Guatemala,GTM,1935,,1.42,2057031.0,North America
Guatemala,GTM,1940,,1.43,2304571.0,North America
Guatemala,GTM,1945,,1.41,2664531.0,North America
Guatemala,GTM,1950,27.5,1.32,3097199.0,North America
Guatemala,GTM,1955,,1.35,3533311.0,North America
Guatemala,GTM,1960,,1.41,4063659.0,North America
Guatemala,GTM,1965,,1.51,4704973.0,North America
Guatemala,GTM,1970,,1.78,5396972.0,North America
Guatemala,GTM,1975,,2.11,6128733.0,North America
Guatemala,GTM,1980,,2.94,6900215.0,North America
Guatemala,GTM,1985,,3.27,7849691.0,North America
Guatemala,GTM,1990,,3.66,9024775.0,North America
Guatemala,GTM,1994,64.0,,10043713.0,North America
Guatemala,GTM,1995,,3.96,10312999.0,North America
Guatemala,GTM,2000,,4.35,11697592.0,North America
Guatemala,GTM,2002,69.0,,12246923.0,North America
Guatemala,GTM,2005,,4.33,13087637.0,North America
Guatemala,GTM,2010,,5.21,14500118.0,North America
Guatemala,GTM,2012,78.0,,15089639.0,North America
Guatemala,GTM,2013,77.0,,15387339.0,North America
Guatemala,GTM,2014,81.0,,15681725.0,North America
Guatemala,GTM,2015,80.19509,5.72,15971745.0,North America
Guatemala,GTM,2018,81.0,,16845688.0,North America
Guatemala,GTM,2020,,6.26,17357331.0,North America
Guatemala,GTM,2022,83.03117,,17847877.0,North America
Guinea,GIN,1996,21.0,,7770035.0,Africa
Guinea,GIN,2003,30.0,,8870790.0,Africa
Guinea,GIN,2010,25.0,,10396090.0,Africa
Guinea,GIN,2014,32.0,,11472921.0,Africa
Guinea,GIN,2018,40.0,,12704776.0,Africa
Guinea-Bissau,GNB,1950,3.0,,543632.0,Africa
Guinea-Bissau,GNB,1979,20.0,,819878.0,Africa
Guinea-Bissau,GNB,2000,41.0,,1234747.0,Africa
Guinea-Bissau,GNB,2019,54.88232,,1967704.0,Africa
Guinea-Bissau,GNB,2022,63.93413,,2105535.0,Africa
Guyana,GUY,1870,,0.25,191470.0,South America
Guyana,GUY,1875,,0.38,218291.0,South America
Guyana,GUY,1880,,0.63,246293.0,South America
Guyana,GUY,1885,,0.87,260674.0,South America
Guyana,GUY,1890,,1.11,273149.0,South America
Guyana,GUY,1895,,1.3,285977.0,South America
Guyana,GUY,1900,,1.56,297513.0,South America
Guyana,GUY,1905,,1.79,297697.0,South America
Guyana,GUY,1910,,1.98,296177.0,South America
Guyana,GUY,1915,,2.3,295399.0,South America
Guyana,GUY,1920,,2.58,295538.0,South America
Guyana,GUY,1925,,2.75,298514.0,South America
Guyana,GUY,1930,,2.97,303521.0,South America
Guyana,GUY,1935,,3.2,318965.0,South America
Guyana,GUY,1940,,3.44,339001.0,South America
Guyana,GUY,1945,,3.59,374291.0,South America
Guyana,GUY,1950,77.5,4.36,418045.0,South America
Guyana,GUY,1955,,4.6,484374.0,South America
Guyana,GUY,1960,,4.91,569156.0,South America
Guyana,GUY,1965,,5.35,635135.0,South America
Guyana,GUY,1970,,5.76,702714.0,South America
Guyana,GUY,1975,,6.16,745407.0,South America
Guyana,GUY,1980,,6.65,774372.0,South America
Guyana,GUY,1985,,7.04,771484.0,South America
Guyana,GUY,1990,,7.27,749891.0,South America
Guyana,GUY,1995,,7.92,758395.0,South America
Guyana,GUY,2000,,8.43,764836.0,South America
Guyana,GUY,2005,,8.79,760922.0,South America
Guyana,GUY,2010,,9.0,749259.0,South America
Guyana,GUY,2015,,8.32,758783.0,South America
Guyana,GUY,2020,85.63835,8.52,807486.0,South America
Haiti,HTI,1870,,0.01,1165498.0,North America
Haiti,HTI,1875,,0.01,1230328.0,North America
Haiti,HTI,1880,,0.01,1298731.0,North America
Haiti,HTI,1885,,0.01,1370922.0,North America
Haiti,HTI,1890,,0.01,1447110.0,North America
Haiti,HTI,1895,,0.01,1527517.0,North America
Haiti,HTI,1900,,0.14,1616961.0,North America
Haiti,HTI,1905,,0.2,1742117.0,North America
Haiti,HTI,1910,,0.22,1883502.0,North America
Haiti,HTI,1915,,0.27,2045990.0,North America
Haiti,HTI,1920,,0.31,2215834.0,North America
Haiti,HTI,1925,,0.34,2370233.0,North America
Haiti,HTI,1930,,0.4,2530442.0,North America
Haiti,HTI,1935,,0.55,2697458.0,North America
Haiti,HTI,1940,,0.72,2873280.0,North America
Haiti,HTI,1945,,0.77,3050311.0,North America
Haiti,HTI,1950,12.5,0.6,3265716.0,North America
Haiti,HTI,1955,,0.68,3533747.0,North America
Haiti,HTI,1960,,0.83,3858447.0,North America
Haiti,HTI,1965,,0.99,4223822.0,North America
Haiti,HTI,1970,,1.22,4635126.0,North America
Haiti,HTI,1975,,1.56,5099095.0,North America
Haiti,HTI,1980,,2.07,5614494.0,North America
Haiti,HTI,1982,35.0,,5835939.0,North America
Haiti,HTI,1985,,3.05,6190868.0,North America
Haiti,HTI,1990,,3.56,6854444.0,North America
Haiti,HTI,1995,,4.06,7562551.0,North America
Haiti,HTI,2000,,4.44,8303151.0,North America
Haiti,HTI,2003,59.0,,8759913.0,North America
Haiti,HTI,2005,,4.9,9061274.0,North America
Haiti,HTI,2010,,5.17,9803299.0,North America
Haiti,HTI,2015,,5.5,10523249.0,North America
Haiti,HTI,2017,68.00986,,10817759.0,North America
Haiti,HTI,2020,,5.95,11243846.0,North America
Honduras,HND,1870,,0.25,405414.0,North America
Honduras,HND,1875,,0.3,363181.0,North America
Honduras,HND,1880,,0.37,328706.0,North America
Honduras,HND,1885,,0.46,365172.0,North America
Honduras,HND,1890,,0.55,417788.0,North America
Honduras,HND,1895,,0.66,471393.0,North America
Honduras,HND,1900,,0.76,530342.0,North America
Honduras,HND,1905,,0.94,593894.0,North America
Honduras,HND,1910,,1.1,662011.0,North America
Honduras,HND,1915,,1.22,720650.0,North America
Honduras,HND,1920,,1.52,785083.0,North America
Honduras,HND,1925,,1.57,895272.0,North America
Honduras,HND,1926,26.1,,920437.0,North America
Honduras,HND,1930,33.4,1.55,1022849.0,North America
Honduras,HND,1935,32.6,1.51,1131000.0,North America
Honduras,HND,1940,34.7,1.52,1246523.0,North America
Honduras,HND,1945,36.3,1.57,1388475.0,North America
Honduras,HND,1950,37.5,1.65,1558941.0,North America
Honduras,HND,1955,,1.75,1789399.0,North America
Honduras,HND,1960,,1.93,2062067.0,North America
Honduras,HND,1965,,2.13,2377163.0,North America
Honduras,HND,1970,,2.38,2750721.0,North America
Honduras,HND,1975,,2.73,3193239.0,North America
Honduras,HND,1980,,3.74,3727179.0,North America
Honduras,HND,1985,,4.65,4323338.0,North America
Honduras,HND,1990,,5.07,4980493.0,North America
Honduras,HND,1995,,5.47,5739636.0,North America
Honduras,HND,2000,,5.87,6577781.0,North America
Honduras,HND,2001,80.0,,6757992.0,North America
Honduras,HND,2005,,6.24,7478362.0,North America
Honduras,HND,2007,84.0,,7834806.0,North America
Honduras,HND,2010,85.0,6.6,8365881.0,North America
Honduras,HND,2011,85.0,,8540587.0,North America
Honduras,HND,2012,85.0,,8715081.0,North America
Honduras,HND,2013,85.0,,8889276.0,North America
Honduras,HND,2014,87.0,,9063127.0,North America
Honduras,HND,2015,88.0,7.04,9237306.0,North America
Honduras,HND,2016,89.0,,9412380.0,North America
Honduras,HND,2018,87.0,,9765209.0,North America
Honduras,HND,2019,89.0,,9943637.0,North America
Honduras,HND,2020,,7.51,10119638.0,North America
Hong Kong,HKG,1870,,0.01,116240.0,Asia
Hong Kong,HKG,1875,,0.02,142478.0,Asia
Hong Kong,HKG,1880,,0.04,163789.0,Asia
Hong Kong,HKG,1885,,0.07,188287.0,Asia
Hong Kong,HKG,1890,,0.12,219117.0,Asia
Hong Kong,HKG,1895,,0.2,259733.0,Asia
Hong Kong,HKG,1900,,0.32,310869.0,Asia
Hong Kong,HKG,1905,,0.4,372059.0,Asia
Hong Kong,HKG,1910,,0.67,445944.0,Asia
Hong Kong,HKG,1915,,0.92,534838.0,Asia
Hong Kong,HKG,1920,,1.15,639683.0,Asia
Hong Kong,HKG,1925,,2.11,719348.0,Asia
Hong Kong,HKG,1930,,2.54,825680.0,Asia
Hong Kong,HKG,1935,,3.0,978259.0,Asia
Hong Kong,HKG,1940,,3.67,1746891.0,Asia
Hong Kong,HKG,1945,,4.14,1587362.0,Asia
Hong Kong,HKG,1950,57.5,4.46,1978347.0,Asia
Hong Kong,HKG,1955,,4.76,2478199.0,Asia
Hong Kong,HKG,1960,,5.05,3094853.0,Asia
Hong Kong,HKG,1965,,5.93,3855425.0,Asia
Hong Kong,HKG,1970,,6.58,3739916.0,Asia
Hong Kong,HKG,1975,,7.26,4438382.0,Asia
Hong Kong,HKG,1980,,8.42,4962488.0,Asia
Hong Kong,HKG,1985,,9.24,5393122.0,Asia
Hong Kong,HKG,1990,,10.08,5560599.0,Asia
Hong Kong,HKG,1995,,10.21,6177105.0,Asia
Hong Kong,HKG,2000,,10.37,6704665.0,Asia
Hong Kong,HKG,2005,,12.17,6908483.0,Asia
Hong Kong,HKG,2010,,12.2,7101614.0,Asia
Hong Kong,HKG,2015,,12.32,7366411.0,Asia
Hong Kong,HKG,2020,,12.83,7490240.0,Asia
Hungary,HUN,1870,,1.82,5906380.0,Europe
Hungary,HUN,1875,,2.01,6077623.0,Europe
Hungary,HUN,1880,,2.26,6249350.0,Europe
Hungary,HUN,1885,,2.55,6425929.0,Europe
Hungary,HUN,1890,,2.83,6614394.0,Europe
Hungary,HUN,1895,,3.17,6853061.0,Europe
Hungary,HUN,1900,60.1,3.5,7106097.0,Europe
Hungary,HUN,1905,,4.02,7358788.0,Europe
Hungary,HUN,1910,67.7,4.02,7604701.0,Europe
Hungary,HUN,1915,,4.3,7767474.0,Europe
Hungary,HUN,1920,86.6,4.5,7942153.0,Europe
Hungary,HUN,1925,,4.73,8261866.0,Europe
Hungary,HUN,1930,90.0,5.01,8610564.0,Europe
Hungary,HUN,1935,,5.39,8929425.0,Europe
Hungary,HUN,1940,,5.96,9216204.0,Europe
Hungary,HUN,1941,93.6,,9245400.0,Europe
Hungary,HUN,1945,,6.57,9277812.0,Europe
Hungary,HUN,1950,95.5,7.2,9337883.0,Europe
Hungary,HUN,1955,,7.36,9823216.0,Europe
Hungary,HUN,1960,,7.53,9983383.0,Europe
Hungary,HUN,1965,,7.75,10141118.0,Europe
Hungary,HUN,1970,,8.27,10315142.0,Europe
Hungary,HUN,1975,,8.85,10515654.0,Europe
Hungary,HUN,1980,99.0,9.39,10695372.0,Europe
Hungary,HUN,1985,,9.31,10547258.0,Europe
Hungary,HUN,1990,,9.48,10381280.0,Europe
Hungary,HUN,1995,,10.75,10322792.0,Europe
Hungary,HUN,2000,,11.57,10190598.0,Europe
Hungary,HUN,2005,,11.89,10065703.0,Europe
Hungary,HUN,2010,,11.98,9979128.0,Europe
Hungary,HUN,2015,,11.83,9839211.0,Europe
Hungary,HUN,2020,,11.96,9749459.0,Europe
Iceland,ISL,1870,,0.85,69835.0,Europe
Iceland,ISL,1875,,0.91,70866.0,Europe
Iceland,ISL,1880,,1.01,71664.0,Europe
Iceland,ISL,1885,,1.11,71319.0,Europe
Iceland,ISL,1890,,1.22,71259.0,Europe
Iceland,ISL,1895,,1.34,74185.0,Europe
Iceland,ISL,1900,,1.47,77854.0,Europe
Iceland,ISL,1905,,1.99,82535.0,Europe
Iceland,ISL,1910,,2.44,87565.0,Europe
Iceland,ISL,1915,,2.85,92444.0,Europe
Iceland,ISL,1920,,2.98,97534.0,Europe
Iceland,ISL,1925,,3.38,102870.0,Europe
Iceland,ISL,1930,,3.78,108477.0,Europe
Iceland,ISL,1935,,4.24,114305.0,Europe
Iceland,ISL,1940,,4.73,120892.0,Europe
Iceland,ISL,1945,,5.17,130918.0,Europe
Iceland,ISL,1950,98.5,5.8,142684.0,Europe
Iceland,ISL,1955,,5.99,157751.0,Europe
Iceland,ISL,1960,,6.29,175572.0,Europe
Iceland,ISL,1965,,6.73,192344.0,Europe
Iceland,ISL,1970,,7.24,204489.0,Europe
Iceland,ISL,1975,,7.71,218029.0,Europe
Iceland,ISL,1980,,8.2,228147.0,Europe
Iceland,ISL,1985,,8.71,241414.0,Europe
Iceland,ISL,1990,,9.23,254842.0,Europe
Iceland,ISL,1995,,9.7,267516.0,Europe
Iceland,ISL,2000,,10.17,281293.0,Europe
Iceland,ISL,2005,,10.83,296852.0,Europe
Iceland,ISL,2010,,11.52,318163.0,Europe
Iceland,ISL,2015,,12.95,330962.0,Europe
Iceland,ISL,2020,,13.53,366626.0,Europe
India,IND,1870,,0.03,251115205.0,Asia
India,IND,1875,,0.03,253070405.0,Asia
India,IND,1880,,0.04,255789440.0,Asia
India,IND,1885,,0.06,265221721.0,Asia
India,IND,1890,,0.1,274991729.0,Asia
India,IND,1895,,0.13,278029747.0,Asia
India,IND,1900,,0.16,280714154.0,Asia
India,IND,1901,6.2,,281834058.0,Asia
India,IND,1905,,0.24,288066854.0,Asia
India,IND,1910,,0.32,295496971.0,Asia
India,IND,1911,7.0,,296313651.0,Asia
India,IND,1915,,0.41,297584511.0,Asia
India,IND,1920,,0.52,300639878.0,Asia
India,IND,1921,8.3,,302525896.0,Asia
India,IND,1925,,0.61,313849318.0,Asia
India,IND,1930,,0.72,330163509.0,Asia
India,IND,1931,9.1,,334232641.0,Asia
India,IND,1935,,0.81,353128154.0,Asia
India,IND,1940,,0.88,373766276.0,Asia
India,IND,1945,,0.96,364746467.0,Asia
India,IND,1950,17.5,1.02,346278818.0,Asia
India,IND,1955,,1.08,387700892.0,Asia
India,IND,1960,,1.16,435990342.0,Asia
India,IND,1965,,1.33,490140142.0,Asia
India,IND,1970,,1.65,545864271.0,Asia
India,IND,1975,,2.09,611309536.0,Asia
India,IND,1980,,2.46,687354029.0,Asia
India,IND,1981,41.0,,703696251.0,Asia
India,IND,1985,,3.03,772647800.0,Asia
India,IND,1990,,3.56,864972221.0,Asia
